k x dx P11 P12 P21 P22 rx rdx z 
871 376.788468 8.550896 1.980124 0.198010 0.198010 0.039800 379.320500 8.710000 375.048012 
872 377.692827 8.565773 1.980124 0.198010 0.198010 0.039800 380.192000 8.720000 380.106991 
873 378.464498 8.567233 1.980124 0.198010 0.198010 0.039800 381.064500 8.730000 374.236717 
874 379.301315 8.575192 1.980124 0.198010 0.198010 0.039800 381.938000 8.740000 378.291200 
875 379.819022 8.551161 1.980124 0.198010 0.198010 0.039800 382.812500 8.750000 362.972921 
876 380.632913 8.556989 1.980124 0.198010 0.198010 0.039800 383.688000 8.760000 378.567433 
877 381.581782 8.576256 1.980124 0.198010 0.198010 0.039800 384.564500 8.770000 386.169142 
878 382.168111 8.559076 1.980124 0.198010 0.198010 0.039800 385.442000 8.780000 368.713672 
879 382.898248 8.556449 1.980124 0.198010 0.198010 0.039800 386.320500 8.790000 376.647584 
880 383.934313 8.584441 1.980124 0.198010 0.198010 0.039800 387.200000 8.800000 392.840725 
881 385.081741 8.623289 1.980124 0.198010 0.198010 0.039800 388.080500 8.810000 399.362221 
882 385.998089 8.638641 1.980124 0.198010 0.198010 0.039800 388.962000 8.820000 388.647378 
883 387.224937 8.684889 1.980124 0.198010 0.198010 0.039800 389.844500 8.830000 405.168577 
884 387.865301 8.672027 1.980124 0.198010 0.198010 0.039800 390.728000 8.840000 376.547927 
885 388.706274 8.679354 1.980124 0.198010 0.198010 0.039800 391.612500 8.850000 387.383102 
886 389.580670 8.689950 1.980124 0.198010 0.198010 0.039800 392.498000 8.860000 389.875755 
887 390.441116 8.699045 1.980124 0.198010 0.198010 0.039800 393.384500 8.870000 389.993161 
888 391.234654 8.701358 1.980124 0.198010 0.198010 0.039800 394.272000 8.880000 387.429632 
889 392.404534 8.741282 1.980124 0.198010 0.198010 0.039800 395.160500 8.890000 407.217652 
890 393.061143 8.729481 1.980124 0.198010 0.198010 0.039800 396.050000 8.900000 382.268779 
891 393.813035 8.727325 1.980124 0.198010 0.198010 0.039800 396.940500 8.910000 387.795812 
892 394.506447 8.719344 1.980124 0.198010 0.198010 0.039800 397.832000 8.920000 385.604976 
893 395.858519 8.777307 1.980124 0.198010 0.198010 0.039800 398.724500 8.930000 419.601504 
894 397.077803 8.821412 1.980124 0.198010 0.198010 0.039800 399.618000 8.940000 413.960583 
895 397.743931 8.809761 1.980124 0.198010 0.198010 0.039800 400.512500 8.950000 387.026123 
896 398.903791 8.847599 1.980124 0.198010 0.198010 0.039800 401.408000 8.960000 412.684317 
897 399.910695 8.869763 1.980124 0.198010 0.198010 0.039800 402.304500 8.970000 405.932314 
898 400.805543 8.880500 1.980124 0.198010 0.198010 0.039800 403.202000 8.980000 401.170421 
899 401.956648 8.916755 1.980124 0.198010 0.198010 0.039800 404.100500 8.990000 414.953644 
900 402.883895 8.930262 1.980124 0.198010 0.198010 0.039800 405.000000 9.000000 404.619981 
901 403.997789 8.962299 1.980124 0.198010 0.198010 0.039800 405.900500 9.010000 414.906423 
902 404.813940 8.964241 1.980124 0.198010 0.198010 0.039800 406.802000 9.020000 400.825103 
903 405.552773 8.958432 1.980124 0.198010 0.198010 0.039800 407.704500 9.030000 397.726963 
904 406.228355 8.946356 1.980124 0.198010 0.198010 0.039800 408.608000 9.040000 395.300262 
905 406.921209 8.936128 1.980124 0.198010 0.198010 0.039800 409.512500 9.050000 396.907906 
906 408.274109 8.992006 1.980124 0.198010 0.198010 0.039800 410.418000 9.060000 430.984920 
907 409.077567 8.992382 1.980124 0.198010 0.198010 0.039800 411.324500 9.070000 404.313416 
908 409.727363 8.977388 1.980124 0.198010 0.198010 0.039800 412.232000 9.080000 397.354713 
909 410.741648 8.998993 1.980124 0.198010 0.198010 0.039800 413.140500 9.090000 416.486163 
910 411.370798 8.981868 1.980124 0.198010 0.198010 0.039800 414.050000 9.100000 397.943468 
911 412.323790 8.997299 1.980124 0.198010 0.198010 0.039800 414.960500 9.110000 415.011966 
912 413.390788 9.023975 1.980124 0.198010 0.198010 0.039800 415.872000 9.120000 421.646160 
913 413.997232 9.004330 1.980124 0.198010 0.198010 0.039800 416.784500 9.130000 399.322196 
914 414.967914 9.021305 1.980124 0.198010 0.198010 0.039800 417.698000 9.140000 418.420656 
915 415.917493 9.036000 1.980124 0.198010 0.198010 0.039800 418.612500 9.150000 418.241516 
916 417.232512 9.087091 1.980124 0.198010 0.198010 0.039800 419.528000 9.160000 437.573760 
917 418.210753 9.103995 1.980124 0.198010 0.198010 0.039800 420.444500 9.170000 421.627989 
918 419.251927 9.127022 1.980124 0.198010 0.198010 0.039800 421.362000 9.180000 425.700742 
919 419.952893 9.115798 1.980124 0.198010 0.198010 0.039800 422.280500 9.190000 409.446800 
920 420.983238 9.137625 1.980124 0.198010 0.198010 0.039800 423.200000 9.200000 426.837582 
921 422.024830 9.160358 1.980124 0.198010 0.198010 0.039800 424.120500 9.210000 428.327872 
922 423.016234 9.177844 1.980124 0.198010 0.198010 0.039800 425.042000 9.220000 426.722344 
923 424.287881 9.223180 1.980124 0.198010 0.198010 0.039800 425.964500 9.230000 441.780017 
924 425.174567 9.229567 1.980124 0.198010 0.198010 0.039800 426.888000 9.240000 423.385952 
925 426.052727 9.235037 1.980124 0.198010 0.198010 0.039800 427.812500 9.250000 423.810447 
926 427.111168 9.258481 1.980124 0.198010 0.198010 0.039800 428.738000 9.260000 433.766061 
927 428.148453 9.279575 1.980124 0.198010 0.198010 0.039800 429.664500 9.270000 433.640067 
928 428.939349 9.275818 1.980124 0.198010 0.198010 0.039800 430.592000 9.280000 422.129769 
929 429.890319 9.288107 1.980124 0.198010 0.198010 0.039800 431.520500 9.290000 431.023369 
930 430.682367 9.284381 1.980124 0.198010 0.198010 0.039800 432.450000 9.300000 423.887583 
931 432.073135 9.340564 1.980124 0.198010 0.198010 0.039800 433.380500 9.310000 454.934587 
932 432.909603 9.340755 1.980124 0.198010 0.198010 0.039800 434.312000 9.320000 428.054045 
933 434.659391 9.432275 1.980124 0.198010 0.198010 0.039800 435.244500 9.330000 475.013956 
934 435.887719 9.470735 1.980124 0.198010 0.198010 0.039800 436.178000 9.340000 449.975974 
935 436.703587 9.467564 1.980124 0.198010 0.198010 0.039800 437.112500 9.350000 430.183882 
936 437.480948 9.460575 1.980124 0.198010 0.198010 0.039800 438.048000 9.360000 429.070822 
937 438.577678 9.485592 1.980124 0.198010 0.198010 0.039800 438.984500 9.370000 446.011493 
938 440.012167 9.544134 1.980124 0.198010 0.198010 0.039800 439.922000 9.380000 464.041832 
939 440.966091 9.554036 1.980124 0.198010 0.198010 0.039800 440.860500 9.390000 440.917155 
940 442.113824 9.583218 1.980124 0.198010 0.198010 0.039800 441.800000 9.400000 451.609721 
941 443.326836 9.618637 1.980124 0.198010 0.198010 0.039800 442.740500 9.410000 455.909707 
942 444.072945 9.607012 1.980124 0.198010 0.198010 0.039800 443.682000 9.420000 433.367955 
943 444.990002 9.612597 1.980124 0.198010 0.198010 0.039800 444.624500 9.430000 442.804781 
944 445.986316 9.626053 1.980124 0.198010 0.198010 0.039800 445.568000 9.440000 447.696829 
945 446.926824 9.633793 1.980124 0.198010 0.198010 0.039800 446.512500 9.450000 445.808179 
946 448.267629 9.681485 1.980124 0.198010 0.198010 0.039800 447.458000 9.460000 466.926160 
947 448.902012 9.658059 1.980124 0.198010 0.198010 0.039800 448.404500 9.470000 432.355275 
948 449.833874 9.664615 1.980124 0.198010 0.198010 0.039800 449.352000 9.480000 448.128807 
949 450.824813 9.677012 1.980124 0.198010 0.198010 0.039800 450.300500 9.490000 452.011755 
950 451.779691 9.685680 1.980124 0.198010 0.198010 0.039800 451.250000 9.500000 451.120173 
951 453.229226 9.743726 1.980124 0.198010 0.198010 0.039800 452.200500 9.510000 477.013235 
952 454.285378 9.761854 1.980124 0.198010 0.198010 0.039800 453.152000 9.520000 458.308875 
953 454.991231 9.744771 1.980124 0.198010 0.198010 0.039800 454.104500 9.530000 441.584534 
954 456.195716 9.777722 1.980124 0.198010 0.198010 0.039800 455.058000 9.540000 467.556741 
955 456.969548 9.767278 1.980124 0.198010 0.198010 0.039800 456.012500 9.550000 446.849406 
956 458.131138 9.795714 1.980124 0.198010 0.198010 0.039800 456.968000 9.560000 467.257393 
957 458.756390 9.770232 1.980124 0.198010 0.198010 0.039800 457.924500 9.570000 441.192202 
958 459.753037 9.782145 1.980124 0.198010 0.198010 0.039800 458.882000 9.580000 460.699667 
959 460.437910 9.762761 1.980124 0.198010 0.198010 0.039800 459.840500 9.590000 445.892192 
960 461.072678 9.738561 1.980124 0.198010 0.198010 0.039800 460.800000 9.600000 444.142672 
961 461.642895 9.708147 1.980124 0.198010 0.198010 0.039800 461.760500 9.610000 441.637226 
962 462.487314 9.705458 1.980124 0.198010 0.198010 0.039800 462.722000 9.620000 456.205743 
963 463.328804 9.702502 1.980124 0.198010 0.198010 0.039800 463.684500 9.630000 456.915576 
964 464.386830 9.721230 1.980124 0.198010 0.198010 0.039800 464.648000 9.640000 468.707116 
965 465.690781 9.764362 1.980124 0.198010 0.198010 0.039800 465.612500 9.650000 482.092135 
966 466.702890 9.777879 1.980124 0.198010 0.198010 0.039800 466.578000 9.660000 468.444032 
967 467.509566 9.770718 1.980124 0.198010 0.198010 0.039800 467.544500 9.670000 459.014426 
968 468.718280 9.803832 1.980124 0.198010 0.198010 0.039800 468.512000 9.680000 480.160257 
969 469.457579 9.789674 1.980124 0.198010 0.198010 0.039800 469.480500 9.690000 457.498695 
970 470.480196 9.803989 1.980124 0.198010 0.198010 0.039800 470.450000 9.700000 472.616205 
971 471.584065 9.826286 1.980124 0.198010 0.198010 0.039800 471.420500 9.710000 477.671334 
972 472.955743 9.875140 1.980124 0.198010 0.198010 0.039800 472.392000 9.720000 492.189638 
973 474.368506 9.927615 1.980124 0.198010 0.198010 0.039800 473.364500 9.730000 495.394388 
974 475.596418 9.961080 1.980124 0.198010 0.198010 0.039800 474.338000 9.740000 487.212057 
975 476.576147 9.969392 1.980124 0.198010 0.198010 0.039800 475.312500 9.750000 475.740601 
976 477.685933 9.990626 1.980124 0.198010 0.198010 0.039800 476.288000 9.760000 483.247319 
977 478.116624 9.943740 1.980124 0.198010 0.198010 0.039800 477.264500 9.770000 449.956427 
978 479.069280 9.949518 1.980124 0.198010 0.198010 0.039800 478.242000 9.780000 476.979401 
979 480.383780 9.991422 1.980124 0.198010 0.198010 0.039800 479.220500 9.790000 496.177231 
980 481.587447 10.021825 1.980124 0.198010 0.198010 0.039800 480.200000 9.800000 491.687073 
981 482.478990 10.020711 1.980124 0.198010 0.198010 0.039800 481.180500 9.810000 476.977367 
982 483.242874 10.006842 1.980124 0.198010 0.198010 0.039800 482.162000 9.820000 471.427421 
983 484.322099 10.024647 1.980124 0.198010 0.198010 0.039800 483.144500 9.830000 488.185285 
984 485.213428 10.023483 1.980124 0.198010 0.198010 0.039800 484.128000 9.840000 479.687220 
985 486.489734 10.060828 1.980124 0.198010 0.198010 0.039800 485.112500 9.850000 500.026425 
986 487.405014 10.061698 1.980124 0.198010 0.198010 0.039800 486.098000 9.860000 482.885329 
987 488.342959 10.064826 1.980124 0.198010 0.198010 0.039800 487.084500 9.870000 484.940964 
988 489.326179 10.072450 1.980124 0.198010 0.198010 0.039800 488.072000 9.880000 488.149914 
989 490.806398 10.129697 1.980124 0.198010 0.198010 0.039800 489.060500 9.890000 514.194734 
990 491.548415 10.112552 1.980124 0.198010 0.198010 0.039800 490.050000 9.900000 478.110980 
991 492.246436 10.091179 1.980124 0.198010 0.198010 0.039800 491.040500 9.910000 476.716018 
992 493.529563 10.128529 1.980124 0.198010 0.198010 0.039800 492.032000 9.920000 507.068770 
993 494.104870 10.094725 1.980124 0.198010 0.198010 0.039800 493.024500 9.930000 472.420797 
994 495.161616 10.109402 1.980124 0.198010 0.198010 0.039800 494.018000 9.940000 497.477004 
995 496.119628 10.114060 1.980124 0.198010 0.198010 0.039800 495.012500 9.950000 493.474818 
996 497.085567 10.119463 1.980124 0.198010 0.198010 0.039800 496.008000 9.960000 494.810115 
997 498.466993 10.166360 1.980124 0.198010 0.198010 0.039800 497.004500 9.970000 516.732147 
998 498.970023 10.124951 1.980124 0.198010 0.198010 0.039800 498.002000 9.980000 473.520832 
999 500.229657 10.159614 1.980124 0.198010 0.198010 0.039800 499.000500 9.990000 512.438744 
